Bp_NiterBed_CardDescription,For making saltpeter.,硝石を作るための山。,
Bp_NiterBed_UnlockConditionsDesc,More Herbology Needed,薬草学のスキルを上げないと作れない。,
Bp_NiterBed_BlueprintFinishedLog.LogText,I built a niter bed to make saltpeter.,硝石を作るための硝石丘を作った。,
Bp_ObsidianKnife_CardName,Obsidian Knife,黒曜石ナイフ,
Bp_ObsidianKnife_CardDescription,A very sharp obsidian knife.,凄く鋭い黒曜石ナイフ。,
Bp_ObsidianKnife_UnlockConditionsDesc,More Knapping Needed,石工のスキルを上げないと作れない。,
Bp_ObsidianKnife_BlueprintFinishedLog.LogText,I crafted a nice obsidian knife.,立派な黒曜石ナイフを作った。,
Bp_ObsidianSpear_CardName,Obsidian Spear,黒曜石の槍,
Bp_ObsidianSpear_CardDescription,The best spear in the island.,島で一番立派な槍。,
Bp_ObsidianSpear_UnlockConditionsDesc,More Knapping Needed,石工のスキルを上げないと作れない。,
Bp_ObsidianSpear_BlueprintFinishedLog.LogText,I made an obsidian spear.,黒曜石の槍を作った。,
Bp_PartridgeFeeder_CardName,Partridge Feeder,ヤマウズラの餌箱,
Bp_PartridgeFeeder_CardDescription,A device to feed partridges with minimal work.,簡単にヤマウズラに餌を与える箱。,
Bp_PartridgeFeeder_UnlockConditionsDesc,Partridge Needed,ヤマウズラが必要,
Bp_PartridgeFeeder_BlueprintFinishedLog.LogText,I built a Partridge Feeder.,ヤマウズラの餌箱を作った。,
Bp_PesticideBrimstone_CardName,Brimstone Pesticide,硫黄の殺虫剤,
Bp_PesticideBrimstone_CardDescription,"Should protect my crops from animals, bugs and fungi.",作物を動物や虫、菌類から守ってくれるはずだ。,
Bp_PesticideBrimstone_UnlockConditionsDesc,More Herbology Needed,薬草学のスキルを上げないと作れない。,
Bp_PesticideBrimstone_BlueprintFinishedLog.LogText,I made some brimstone pesticide.,硫黄の殺虫剤を作った。,
Bp_PesticideChilli_CardName,Chilli Pesticide,唐辛子の殺虫剤,
Bp_PesticideChilli_CardDescription,Should protect my crops from animals and bugs.,動物と虫を防ぐ唐辛子でできている殺虫剤。,
Bp_PesticideChilli_UnlockConditionsDesc,More Herbology Needed,薬草学のスキルを上げないと作れない。,
Bp_PesticideChilli_BlueprintFinishedLog.LogText,I made some chilli pesticide.,唐辛子の殺虫剤を作った。,
Bp_Planks_CardName,Wooden Planks,木製の板,
Bp_Planks_CardDescription,Useful for more advanced construction.,より高度な建設に使う木製の板。,
Bp_Planks_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_Planks_BlueprintFinishedLog.LogText,I built some wooden planks.,木製の板を作った。,
Bp_PotteryWheel_CardName,Pottery Wheel,ろくろ,
Bp_PotteryWheel_CardDescription,Should help me work with Clay.,粘土のクラフティングに役に立つ。,
Bp_PotteryWheel_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_PotteryWheel_BlueprintFinishedLog.LogText,I built a pottery wheel.,ろくろを作った。,
Bp_Quinine_CardName,Cinchona Powder,キナの粉,
Bp_Quinine_CardDescription,Good for treating Malaria.,マラリアの治療にはうってつけ。,
Bp_Quinine_UnlockConditionsDesc,More Herbology Needed,薬草学のスキルを上げないと作れない。,
Bp_Quinine_BlueprintFinishedLog.LogText,I extracted some Quinine from Cinchona bark.,キナの樹皮からキニーネを抽出した。,
Bp_QuinineSulfate_CardName,Quinine Sulfate,硫酸キニーネ,
Bp_QuinineSulfate_CardDescription,Great for treating malaria.,マラリアの治療に最適。,
Bp_QuinineSulfate_UnlockConditionsDesc,Quinine Powder Needed,キニーネパウダーが必要,
Bp_QuinineSulfate_BlueprintFinishedLog.LogText,I made some Quinine Sulfate.,硫酸キニーネを作った。,
Bp_Raft_CardName,Raft,いかだ,
Bp_Raft_CardDescription,My ticket out of this island. Should wait until I'm ready before starting this project.,この島から出るためのチケットだ。この計画を始める前に、準備を整えておくべきだ。,
Bp_Raft_UnlockConditionsDesc,Destiny Not Fulfilled Yet,まだ運命は満たされていない,
Bp_Raft_BlueprintFinishedLog.LogText,I finally built a raft. Perhaps I'll be leaving the island soon.,ついにいかだを作れた。もうすぐ島を脱出するかな・・・,
Bp_RaftFishTrap_CardName,Fish Trap,魚の罠,
Bp_RaftFishTrap_CardDescription,A trap to catch fish with.,魚を捕まえる罠。,
Bp_RaftFishTrap_UnlockConditionsDesc,Raft Needed,いかだが必要,
Bp_RaftFishTrap_BlueprintFinishedLog.LogText,I built a fish trap for my raft.,いかだにつける魚の罠を作った。,
Bp_RaftShelter_CardName,Raft Shelter,いかだのシェルター,
Bp_RaftShelter_CardDescription,Should protect me from the sun and weather.,日差しや風雨から守ってくれるはずだ。,
Bp_RaftShelter_UnlockConditionsDesc,Raft Needed,いかだが必要,
Bp_RaftShelter_BlueprintFinishedLog.LogText,I built a shelter for my raft.,いかだのためのシェルターを作った。,
Bp_Raincatcher_CardName,Raincatcher,レインキャッチャー,
Bp_Raincatcher_CardDescription,An easy way to store water.,雨の水をためるシンプルなキャッチャー。,
Bp_Raincatcher_UnlockConditionsDesc,Plastic Sheet Needed,プラスチックのシーツが必要,
Bp_Raincatcher_BlueprintFinishedLog.LogText,I built a raincatcher to capture rainwater.,雨の水をためるレインキャッチャーを作った。,
Bp_RicePaddy_CardName,Rice Paddy,田んぼ,
Bp_RicePaddy_CardDescription,Perfect for growing Rice.,米を植えることに最適だ。,
Bp_RicePaddy_UnlockConditionsDesc,Rice Grains Needed,米粒が必要,
Bp_RicePaddy_BlueprintFinishedLog.LogText,I built a Rice Paddy.,田んぼを作った。,
Bp_RusticSpear_CardName,Rustic Spear,シンプルな槍,
Bp_RusticSpear_CardDescription,A basic spear. Simple but should get the job done.,初歩的な槍。シンプルだけど、狩りには使えそう。,
Bp_RusticSpear_BlueprintFinishedLog.LogText,I made a rustic spear.,シンプルな槍を作った。,
Bp_SaltBed_CardName,Salt Bed,塩床,
Bp_SaltBed_CardDescription,Ideal for extracting Salt from Seawater.,海水から塩を抽出するには塩床を使う。,
Bp_SaltBed_UnlockConditionsDesc,Water Reservoir Needed,貯水槽が必要,
Bp_SaltBed_BlueprintFinishedLog.LogText,I made a Salt Bed,塩床を作った。,
Bp_Scarecrow_CardName,Scarecrow,案山子,
Bp_Scarecrow_CardDescription,Should help keep seagulls away.,カモメを防いでくれる。,
Bp_Scarecrow_UnlockConditionsDesc,More Herbology Needed,薬草学のスキルを上げないと作れない。,
Bp_Scarecrow_BlueprintFinishedLog.LogText,I built a scarecrow.,案山子を作った。,
Bp_ScrapAxe_CardName,Scrap Axe,金屑の斧,
Bp_ScrapAxe_CardDescription,An axe made with scrap metal.,金屑でできている斧。,
Bp_ScrapAxe_UnlockConditionsDesc,Metal Scrap Needed,金屑が必要,
Bp_ScrapAxe_BlueprintFinishedLog.LogText,I made an axe with metal scrap.,金屑で斧を作った。,
Bp_ScrapKnife_CardName,Scrap Knife,金屑のナイフ,
Bp_ScrapKnife_CardDescription,A knife made of scrap metal.,金屑でできているナイフ。,
Bp_ScrapKnife_UnlockConditionsDesc,Metal Scrap Needed,金屑が必要,
Bp_ScrapKnife_BlueprintFinishedLog.LogText,I made a knife with scrap metal.,金屑でナイフを作った。,
Bp_ScrapShovel_CardName,Scrap Shovel,金屑のショベル,
Bp_ScrapShovel_CardDescription,An shovel made with scrap metal.,金屑でできているショベル。,
Bp_ScrapShovel_UnlockConditionsDesc,Metal Scrap Needed,金屑が必要,
Bp_ScrapShovel_BlueprintFinishedLog.LogText,I made a shovel with metal scrap.,金屑でショベルを作った。,
Bp_ScrapSpear_CardName,Scrap Spear,金屑の槍,
Bp_ScrapSpear_CardDescription,A scrap spear. A great good tool.,金屑でできている槍。,
Bp_ScrapSpear_UnlockConditionsDesc,Metal Scrap Needed,金屑が必要,
Bp_ScrapSpear_BlueprintFinishedLog.LogText,I made a spear with metal scrap.,金屑で槍を作った。,
Bp_SharpenedStone_CardName,Sharpened Stone,尖った石,
Bp_SharpenedStone_CardDescription,"A useful tool, could use it to craft spears out of long sticks or axes out of wood.",便利な道具。長い枝から槍や木の斧を作れる。,
Bp_SharpenedStone_BlueprintFinishedLog.LogText,I made a sharpened stone.,尖った石を作った。,
Bp_Shed_CardName,Shed,葉の小屋,
Bp_Shed_CardDescription,A small shed that should protect me from the weather and serve as a storage space.,収納スペース、そして風雨から守ってくれる小屋。,
Bp_Shed_UnlockConditionsDesc,Basket Needed,編みかごが必要,
Bp_Shed_BlueprintFinishedLog.LogText,I built a shed out of palm fronds.,ヤシの葉で小屋を作った。,
Bp_Shelf_CardName,Shelf,棚,
Bp_Shelf_CardDescription,A cheap way to store things inside your house.,家の中にモノを収納する安上がりな方法。,
Bp_Shelf_UnlockConditionsDesc,Plank Needed,木製の板が必要,
Bp_Shelf_BlueprintFinishedLog.LogText,I built a nice shelf.,棚を作った。,
Bp_Shelter_CardName,Shelter,シェルター,
Bp_Shelter_CardDescription,More comfortable than sleeping on the ground. Provides some minor protection against the rain.,地面で寝るより快適。少しの雨を防ぐ。,
Bp_Shelter_UnlockConditionsDesc,Long Stick Needed,長い枝が必要。,
Bp_Shelter_BlueprintFinishedLog.LogText,I built a shelter.,シェルターを作った。,
Bp_Shield_CardName,Shield,盾,
Bp_Shield_CardDescription,"A defensive tool, ideal companion for the spear.",防御の道具。槍と一緒に使ってみよう。,
Bp_Shield_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_Shield_BlueprintFinishedLog.LogText,I made a wooden shield.,木の盾を作った。,
Bp_Shower_CardName,Shower,シャワー,
Bp_Shower_CardDescription,A very civilized contraption!,凄く文明化された発明！,
Bp_Shower_UnlockConditionsDesc,Clay Vase Needed,粘土の壺が必要,
Bp_Shower_BlueprintFinishedLog.LogText,I made a Shower. ,シャワーを作った。,
Bp_Sling_CardName,Sling,投石器,
Bp_Sling_CardDescription,A simple hunting weapon.,狩るためのシンプルな武器。,
Bp_Sling_UnlockConditionsDesc,More Rock Throwing Needed,石投げのスキルを上げないと作れない。,
Bp_Sling_BlueprintFinishedLog.LogText,I crafted a sling for hunting.,狩るための投石器を作った。,
Bp_SnareTrap_CardName,Snare Trap,くくり罠,
Bp_SnareTrap_CardDescription,A trap to catch live partridges with. Should place it in the highlands.,ヤマウズラを狩るためのくくり罠。高地に置いた方がいい。,
Bp_SnareTrap_UnlockConditionsDesc,More Trapping Needed,罠作りのスキルを上げないと作れない。,
Bp_SnareTrap_BlueprintFinishedLog.LogText,I built a snare trap.,くくり罠を作った。,
Bp_Soap_CardName,Soap,石けん,
Bp_Soap_CardDescription,Perfect for keeping me and my wounds clean.,体と怪我を綺麗にすることに最適。,
Bp_Soap_UnlockConditionsDesc,Fat/Oil Needed,脂肪／オイルが必要,
Bp_SolarStill_CardName,Solar Still,太陽蒸留器,
Bp_SolarStill_UnlockConditionsDesc,Plastic Sheet Needed,プラスチックシートが必要。,
Bp_SolarStill_BlueprintFinishedLog.LogText,I built a solar still with a plastic sheet.,プラスチックシートで太陽蒸留器を作った。,
Bp_Spindle_CardName,Spindle,紡錘器,
Bp_Spindle_CardDescription,I can turn fibers into cord here. ,これで繊維を糸に変えられる。,
Bp_Spindle_UnlockConditionsDesc,More Tailoring Needed,仕立てのスキルを上げないと作れない。,
Bp_Spindle_BlueprintFinishedLog.LogText,I crafted a nice wooden spindle.,木の紡錘器を作った。,
Bp_Splint_CardName,Splint,副木,
Bp_Splint_CardDescription,"Helps heal fractures, sprained ankles and wrists.",骨折、足首と手首の捻挫を治療することに役に立つ。,
Bp_Splint_UnlockConditionsDesc,Long Stick Needed,長い枝が必要,
Bp_Splint_BlueprintFinishedLog.LogText,I made a splint.,副木を作った。,
Bp_StoneAxe_CardName,Stone Axe,石の斧,
Bp_StoneAxe_CardDescription,A simple stone axe.,シンプルな石の斧。,
Bp_StoneAxe_UnlockConditionsDesc,Wood Needed,木が必要,
Bp_StoneAxe_BlueprintFinishedLog.LogText,I made a simple stone axe.,シンプルな石の斧を作った。,
Bp_StoneHut_CardName,Stone Hut,石の小屋,
Bp_StoneHut_CardDescription,A very resilient home. Resistant to storms!,とても丈夫な家。嵐を防ぐ！,
Bp_StoneHut_UnlockConditionsDesc,More Crafting Needed,クラフティングのスキルを向上させないと作れない,
Bp_StoneHut_BlueprintFinishedLog.LogText,I built a stone hut. I have a new home.,石の小屋を作った。新しい家ができた。,
Bp_Stove_CardName,Stove,かまど,
Bp_Stove_CardDescription,A perfect rustic Kitchen with 4 slots to cook and the ability to smoke food.,完璧でシンプルなキッチン。同時に4つのものをクッキングできる。燻製することもできる。,
Bp_Stove_UnlockConditionsDesc,Kiln Needed,窯が必要,
Bp_Stove_BlueprintFinishedLog.LogText,I built a clay stove.,粘土のかまどを作った。,
Bp_SupplyChest_CardName,Supply Chest,補給箱,
Bp_SupplyChest_CardDescription,Food and drink for the journey.,旅のための食べ物と水。,
Bp_SupplyChest_UnlockConditionsDesc,Raft Needed,いかだが必要,
Bp_SupplyChest_BlueprintFinishedLog.LogText,I built a supply chest for the raft.,いかだのための補給箱を作った。,
Bp_Table_CardName,Table,テーブル,
Bp_Table_CardDescription,Should help me with my crafts. Looks good too!,クラフティングすることに最適。見た目も悪くない！,
Bp_Table_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_Table_BlueprintFinishedLog.LogText,I built myself a nice table.,素敵なテーブルを作った。,
Bp_Torch_CardName,Torch,松明,
Bp_Torch_CardDescription,A portable source of light.,携帯用の光原。,
Bp_Torch_UnlockConditionsDesc,More Crafting Needed,クラフティングのスキルを上げないと作れない,
Bp_Torch_BlueprintFinishedLog.LogText,I made a torch.,松明を作った。,
Bp_Tourniquet_CardName,Tourniquet,止血帯,
Bp_Tourniquet_CardDescription,"Stops blood loss, but do not wear it for too long!",失血を防ぐけど、長時間着用しないこと！,
Bp_Tourniquet_BlueprintFinishedLog.LogText,I made a tourniquet.,止血帯を作った。,
Bp_TourniquetRustic_CardName,Improvised Tourniquet,即席の止血帯,
Bp_TourniquetRustic_CardDescription,"Stops blood loss, but do not wear it for too long!",失血を防ぐけど、長時間着用しないこと！,
Bp_TourniquetRustic_BlueprintFinishedLog.LogText,I made a tourniquet.,止血帯を作った。,
Bp_TrappingPit_CardName,Trapping Pit,落とし穴,
Bp_TrappingPit_CardDescription,A big game trap.,デカい動物を捕まえる罠。,
Bp_TrappingPit_UnlockConditionsDesc,More Trapping Needed,罠作りのスキルを上げないと作れない。,
Bp_TrappingPit_BlueprintFinishedLog.LogText,I built a trapping pit.,落とし穴を作った。,
Bp_Travois_CardName,Travois,そり,
Bp_Travois_CardDescription,A device for carrying heavy things.,重いものを運ぶためのそり。,
Bp_Travois_UnlockConditionsDesc,More Crafting Needed,クラフティングのスキルを向上させないと作れない,
Bp_Travois_BlueprintFinishedLog.LogText,I built a travois.,そりを作った。,
Bp_Treenails_CardName,Treenails,木の釘,
Bp_Treenails_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_Vitriol_CardName,Vitriol,硫酸塩,
Bp_Vitriol_CardDescription,"Sulfuric acid, useful for making dynamite among other things.",ダイナマイトを作ることなどに使う硫酸塩。,
Bp_Vitriol_UnlockConditionsDesc,Brimstone Needed,硫黄が必要,
Bp_WaterFilter_CardName,Water Filter,水ろ過器,
Bp_WaterFilter_CardDescription,Purifies unsafe water.,危険な水を綺麗にする。,
Bp_WaterFilter_UnlockConditionsDesc,Stove Needed,かまどが必要,
Bp_WaterFilter_BlueprintFinishedLog.LogText,I made a water filter.,水ろ過器を作った。,
Bp_WateringTrough_CardName,Watering Trough,水飲み器,
Bp_WateringTrough_CardDescription,A water container for animals to drink from.,動物に水を与える水飲み器。,
Bp_WateringTrough_UnlockConditionsDesc,Goat Needed,ヤギが必要,
Bp_WateringTrough_BlueprintFinishedLog.LogText,I made a watering trough.,水飲み器を作った。,
Bp_WaterReservoir_CardName,Water Reservoir,貯水槽,
Bp_WaterReservoir_CardDescription,A large water container.,大きな水入れ。,
Bp_WaterReservoir_UnlockConditionsDesc,Clay Vase Needed,粘土の壺が必要,
Bp_WaterReservoir_BlueprintFinishedLog.LogText,I made a large water reservoir.,大きな貯水槽を作った。,
Bp_Well_CardName,Well,井戸,
Bp_Well_UnlockConditionsDesc,Shovel Needed,ショベルが必要,
Bp_Well_BlueprintFinishedLog.LogText,I dug up a well.,井戸を掘った。,
Bp_Weston_CardName,Weston,ウェストン,
Bp_Weston_CardDescription,A friend to help me fight loneliness.,孤独感を防ぐ仲間。,
Bp_Weston_UnlockConditionsDesc,More Loneliness Needed,もっと孤独感が必要,
Bp_Weston_BlueprintFinishedLog.LogText,I made myself a friend out of a coconut. I named it Weston.,ココナッツで作った仲間の「ウェストン」さん。,
Bp_WoodCarvings_CardName,Wood Carvings,木彫りの彫刻,
Bp_WoodCarvings_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_WoodenShovel_CardName,Wooden Shovel,木のショベル,
Bp_WoodenShovel_CardDescription,Great for digging.,掘ることにとてもいい。,
Bp_WoodenShovel_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_WoodenShovel_BlueprintFinishedLog.LogText,I crafted a wooden shovel.,木のショベルを作った。,
Bp_WoodShavings_CardName,Wood Shavings,木の削りくず,
Bp_WoodShavings_CardDescription,Ideal for starting fires,火をつけることに最適,
Bp_WoodShavings_UnlockConditionsDesc,More Woodworking Needed,木工のスキルを向上させないと作れない,
Bp_WovenBackpack_CardName,Woven Backpack,編みカゴ,
Bp_WovenBackpack_CardDescription,I can store things inside.,中にものを入れられる。,
Bp_WovenBackpack_UnlockConditionsDesc,Basket Needed,編みかごが必要,
Bp_WovenBackpack_BlueprintFinishedLog.LogText,I wove a backpack with palm fronds.,ヤシの葉でリュックを編んだ,
Bp_WovenBasket_CardName,Woven Basket,編みかご,
Bp_WovenBasket_CardDescription,A basket for transporting things.,ものを運ぶための編みかご,
Bp_WovenBasket_UnlockConditionsDesc,Woven Palm Needed,編んだヤシの葉が必要,
Bp_WovenBasket_BlueprintFinishedLog.LogText,I wove a basket with palm fronds.,編んだヤシの葉でかごを編んだ。,
Bp_WovenHat_CardName,Woven Hat,編みの帽子,
Bp_WovenHat_CardDescription,Should protect me a bit from the sun and the rain.,日差しや雨から少しは守ってくれるはずだ。,
Bp_WovenHat_UnlockConditionsDesc,Basket Needed,編みかごが必要,
Bp_WovenHat_BlueprintFinishedLog.LogText,I wove a hat with palm fronds.,編んだヤシの葉で帽子を編んだ。,
EarsBlueprint_CardName,Ears,耳,
InnerHeadBlueprint_CardName,Head (Inner),頭（内）,
InnerHeadBlueprint_CardInteractions[0].ActionName,Craft Head Wrappings,頭のラップを作る,
InnerLeftFootBlueprint_CardName,Left Foot (Inner),左足（内）,
InnerLeftFootBlueprint_CardInteractions[0].ActionName,Craft Foot Wrappings,足のラップを作る,
InnerLegsBlueprint_CardName,Legs (Inner),足（内）,
InnerLegsBlueprint_CardInteractions[0].ActionName,Craft Cloth Pants,布のパンツを作る,
InnerRightFootBlueprint_CardName,Right Foot (Inner),右足（内),
InnerTorsoBlueprint_CardName,Torso (Inner),胴体（内),
InnerTorsoBlueprint_CardInteractions[0].ActionName,Craft Cloth Shirt,布のシャツを作る,
IntermTorsoBlueprint_CardName,Torso (Intermediate),胴体（中級),
IntermTorsoBlueprint_CardInteractions[0].ActionName,Craft Cured Skin Coat,硬化させた皮のコートを作る,
LeftHandBlueprint_CardName,Left Hand,左手,
LeftHandBlueprint_CardInteractions[0].ActionName,Left Hand,手のラップを作る,
NeckBlueprint_CardName,Neck,首,
OuterHeadBlueprint_CardName,Head (Outer),頭（外）,
OuterHeadBlueprint_CardInteractions[0].ActionName,Woven Palm Leaves Hat,ヤシの葉の帽子,
OuterLeftFootBlueprint_CardName,Left Foot (Outer),左足（内）,
OuterLeftFootBlueprint_CardInteractions[0].ActionName,Craft Foot Wrappings,足のラップを作る,
OuterLegsBlueprint_CardName,Legs (Outer),足（外）,
OuterRightFootBlueprint_CardName,Right Foot (Outer),右足（外）,
OuterTorsoBlueprint_CardName,Torso (Outer),胴体（外）,
OuterTorsoBlueprint_CardInteractions[0].ActionName,Craft Test Shirt,テストシャツを作る,
OuterTorsoBlueprint_DismantleActions[0].ActionName,Craft Test Shirt,テストシャツを作る,
RightHandBlueprint_CardName,Right Hand,右手,
RightHandBlueprint_CardInteractions[0].ActionName,Craft Hand Wrappings,手のラップを作る,
Combat_ BTBoar_Head.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_Head.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_Head.MediumWounds[0].CombatLog.LogText,"You hit it hard on the head, it's looking a bit dazzled.",頭を叩いて、ちょっと目眩がしているようだ。,
Combat_ BTBoar_Head.MediumWounds[1].CombatLog.LogText,You hit it hard on the snout. It squeals in pain!,鼻を強く叩いた。痛みで鳴いた！,
Combat_ BTBoar_Head.MediumWounds[2].CombatLog.LogText,You pierced it in the snout. It squeals in pain!,鼻を刺した。痛みで鳴いている！,
Combat_ BTBoar_Head.MediumWounds[3].CombatLog.LogText,"You pierced it in the face, causing an ugly wound.",顔を刺した。醜い傷ができた・・・,
Combat_ BTBoar_Head.SeriousWounds[0].CombatLog.LogText,"You think you cracked its skull, it's looking quite dazzled.",頭蓋骨を壊したみたい・・・敵がフラフラしている。,
Combat_ BTBoar_Head.SeriousWounds[1].CombatLog.LogText,You pierced one of its eyes!,目を刺した！,
Combat_ BTBoar_Head.SeriousWounds[2].CombatLog.LogText,"You pierced its brain, the Boar is dead!",脳を貫通し、イノシシは死んだ！,
Combat_ BTBoar_Torso.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_Torso.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_Torso.MediumWounds[0].CombatLog.LogText,You opened a wound on its torso.,胴体に傷ができた。,
Combat_ BTBoar_Torso.MediumWounds[1].CombatLog.LogText,You struck it hard in the torso. It wobbles unsteadily in place.,胴体を強打した。その場でふらふらとふらつく。,
Combat_ BTBoar_Torso.SeriousWounds[0].CombatLog.LogText,You opened a deep wound on its torso. It's bleeding profusely!,胴体に傷ができた。ひどく出血している！,
Combat_ BTBoar_Torso.SeriousWounds[1].CombatLog.LogText,"You struck it so hard you felt something crack inside, causing it to lose its balance.",攻撃が強過ぎて、骨が折れた音が聞こえた。バランスを保てなくなった。,
Combat_ BTBoar_LArm.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_LArm.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_LArm.MediumWounds[0].CombatLog.LogText,You managed to hurt one of its legs.,足にダメージを与えた！,
Combat_ BTBoar_LArm.SeriousWounds[0].CombatLog.LogText,You seriously damaged one of its legs!,足に強いダメージを与えた！,
Combat_ BTBoar_RArm.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_RArm.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_RArm.MediumWounds[0].CombatLog.LogText,You managed to hurt one of its legs.,足にダメージを与えた！,
Combat_ BTBoar_RArm.SeriousWounds[0].CombatLog.LogText,You seriously damaged one of its legs!,足に強いダメージを与えた！,
Combat_ BTBoar_LLeg.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_LLeg.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_LLeg.MediumWounds[0].CombatLog.LogText,You managed to hurt one of its legs.,足にダメージを与えた！,
Combat_ BTBoar_LLeg.SeriousWounds[0].CombatLog.LogText,You seriously damaged one of its legs!,足に強いダメージを与えた！,
Combat_ BTBoar_RLeg.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTBoar_RLeg.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTBoar_RLeg.MediumWounds[0].CombatLog.LogText,You managed to hurt one of its legs.,足にダメージを与えた！,
Combat_ BTBoar_RLeg.SeriousWounds[0].CombatLog.LogText,You seriously damaged one of its legs!,足に強いダメージを与えた！,
Combat_ BTCobra_Head.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to harm it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTCobra_Head.MinorWounds[0].CombatLog.LogText,"You were able to hurt it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTCobra_Head.MediumWounds[0].CombatLog.LogText,"You were able to hurt it, but it only seems to have made it angrier!",攻撃が当てたけど、ただもっと怒ってしまったようだ！,
Combat_ BTCobra_Head.SeriousWounds[0].CombatLog.LogText,You crushed its head. The Cobra is done.,頭を潰した。コブラが死んだ。,
Combat_ BTCobra_Head.SeriousWounds[1].CombatLog.LogText,You pierced right through the Cobra.,コブラの体を刺した。,
Combat_ BTDrone_Head.UnharmedResults[0].CombatLog.LogText,"Unfortunately, you didn't manage to damage it.",残念だけど、ダメージを与えられなかった。,
Combat_ BTDrone_Head.MinorWounds[0].CombatLog.LogText,"You were able to damage it, but only superficially.",少しだけダメージを与えた。,
Combat_ BTDrone_Head.MediumWounds[0].CombatLog.LogText,A flurry of sparks erupt from the impact.,攻撃したら、ドローンから火花が飛んでくる。,
Combat_ BTDrone_Head.MediumWounds[0].CombatLog.AlternateLogTexts[0],A spark-shower sputters out from the Drone.,ドローンから、火花の爆発が起こる。,
Combat_ BTDrone_Head.MediumWounds[0].CombatLog.AlternateLogTexts[1],"The impact site crackles, sending a bright explosion of sparks into the air.",着弾地点に亀裂が走り、空中に火花が散る。,
Combat_ BTDrone_Head.MediumWounds[0].CombatLog.AlternateLogTexts[2],A vibrant eruption of sparks detonates from the hit zone.,命中地点から勢いよく火花が散っていく。,
Combat_ BTDrone_Head.MediumWounds[0].CombatLog.AlternateLogTexts[3],A dazzling spray of sparks explodes from the impact point.,着弾地点からまばゆいばかりの火花が飛び散る。,
Combat_ BTDrone_Head.SeriousWounds[0].CombatLog.LogText,"Your impact causes the Drone to stutter in its movements, sparks flying from its compromised circuitry.",衝撃でドローンの動きが止まり、回路から火花が散っている。,
Combat_ BTDrone_Head.SeriousWounds[0].CombatLog.AlternateLogTexts[0],"The Drone rocks under the power of your strike, a spray of sparks and a surge of electricity betraying the damage done.",あなたの一撃の威力でドローンが揺れ、火花が散り、放電がダメージの大きさを物語っている。,
Combat_ BTDrone_Head.SeriousWounds[0].CombatLog.AlternateLogTexts[1],The Drone flickers erratically as a shower of sparks sizzles in the air. You damaged it well.,ドローンが不規則に光っていて、火花が飛んでくる。いいダメージを与えた。,
Combat_ BTDrone_Head.SeriousWounds[1].CombatLog.LogText,"Your attack crushes a protruding set of sensors on the Drone, sending fragments scattering to the ground.",攻撃がドローンのセンサーを潰した。壊れた欠片が地面に飛び散る。,
Combat_ BTDrone_Head.SeriousWounds[1].CombatLog.AlternateLogTexts[0],"Your strike destroys a visible array of sensors on the Drone, causing chunks of it to scatter about the ground.",攻撃がドローンのセンサー類を壊した。その塊が地面に飛び散る。,
